Number of voters (balsuotojų skaičius),Distirct No (apylinkės nr.),Turnouts (balsų skaičius),Valid ballot papers (galiojančių biuletenių skaičius),Invalid ballot papers percent (negaliojančių biuletenių procentas),Distirct (apylinkė),Turnouts percent (balsavusiųjų procentas),Invalid ballot papers (negaliojančių biuletenių skaičius),Valid ballot papers percent (galiojančių biuletenių procentas)
285,2,124,122,1.61,Budrių,43.51,2,98.39
72,3,34,33,2.94,Mikoliškių,47.22,1,97.06
560,4,284,274,3.52,Dupulčių,50.71,10,96.48
796,5,394,370,6.09,Glaudžių,49.5,24,93.91
443,6,190,183,3.68,Grumblių,42.89,7,96.32
630,7,284,270,4.93,Karklėnų,45.08,14,95.07
622,8,285,277,2.81,Kontaučių,45.82,8,97.19
1066,9,550,523,4.91,Kulių,51.59,27,95.09
324,1,166,152,8.43,Milašaičių,51.23,14,91.57
546,3,262,248,5.34,Narvaišių,47.99,14,94.66
920,8,425,408,4.0,Batakių,46.2,17,96.0
444,9,216,209,3.24,Eidintų,48.65,7,96.76
681,,299,292,2.34,Gaurės,43.91,7,97.66
606,1,216,213,1.39,Kunigiškių,35.64,3,98.61
334,2,142,139,2.11,Eičių,42.51,3,97.89
600,3,233,218,6.44,Baltrušaičių,38.83,15,93.56
507,4,215,208,3.26,Dauglaukio,42.41,7,96.74
575,5,239,232,2.93,Drąslaukio,41.57,7,97.07
423,9,259,248,4.25,Požerės,61.23,11,95.75
685,,424,404,4.72,Šiauduvos,61.9,20,95.28
434,1,204,189,7.35,Tenenių,47.0,15,92.65
973,2,478,461,3.56,Traksėdžio,49.13,17,96.44
860,3,492,456,7.32,Upynos,57.21,36,92.68
283,4,177,165,6.78,Stubrių,62.54,12,93.22
697,4,340,324,4.71,Žadeikių,48.78,16,95.29
186,5,104,94,9.62,Stemplių,55.91,10,90.38
953,9,603,577,4.31,Rambyno,63.27,26,95.69
1715,,737,703,4.61,Pagrynių,42.97,34,95.39
820,,508,466,8.27,Vilkyškių,61.95,42,91.73
618,1,361,345,4.43,Žukų,58.41,16,95.57
863,1,386,368,4.66,Traksėdžių,44.73,18,95.34
511,2,267,252,5.62,Jonaičių,52.25,15,94.38
1390,3,592,565,4.56,Juknaičių,42.59,27,95.44
980,4,399,372,6.77,Pašyšių,40.71,27,93.23
623,8,275,261,5.09,Židikų,44.14,14,94.91
318,9,164,160,2.44,Urvikių,51.57,4,97.56
1026,,459,443,3.49,Bugenių,44.74,16,96.51
561,2,205,200,2.44,Purvėnų,36.54,5,97.56
495,3,241,236,2.07,Laižuvos,48.69,5,97.93
221,4,120,112,6.67,Lūšės,54.3,8,93.33
238,5,94,91,3.19,Pievėnų,39.5,3,96.81
325,5,140,128,8.57,Raguviškių,43.08,12,91.43
362,6,146,139,4.79,Rubulių,40.33,7,95.21
410,7,220,206,6.36,Jokūbavo,53.66,14,93.64
218,8,98,98,,Valėnų,44.95,,100.0
190,9,100,99,1.0,Leliūnų,52.63,1,99.0
1492,4,730,687,5.89,Nausodžio,48.93,43,94.11
1328,6,712,675,5.2,Platelių,53.61,37,94.8
550,9,283,255,9.89,Stalgėnų,51.45,28,90.11
624,,265,257,3.02,Stanelių,42.47,8,96.98
1065,1,431,411,4.64,Šateikių,40.47,20,95.36
794,2,387,369,4.65,Truikių,48.74,18,95.35
1512,5,910,861,5.38,Ligoninės,60.19,49,94.62
240,6,133,127,4.51,Palentinio,55.42,6,95.49
2011,6,1069,994,7.02,Švėkšnos,53.16,75,92.98
1705,7,961,913,4.99,Gimnazijos,56.36,48,95.01
631,7,309,293,5.18,Inkaklių,48.97,16,94.82
701,8,312,290,7.05,Katyčių,44.51,22,92.95
411,,215,202,6.05,Bikavėnų,52.31,13,93.95
305,1,168,155,7.74,Gorainių,55.08,13,92.26
730,6,347,322,7.2,Grabupių,47.53,25,92.8
976,7,301,267,11.3,Macikų,30.84,34,88.7
1494,8,820,771,5.98,Naujakurių,54.89,49,94.02
312,9,157,152,3.18,Žemaitkiemio,50.32,5,96.82
217,,75,73,2.67,Barvų,34.56,2,97.33
1145,1,559,536,4.11,Saugų,48.82,23,95.89
1579,2,618,585,5.34,Kintų,39.14,33,94.66
1159,4,544,526,3.31,Žemaičių Kalvarijos,46.94,18,96.69
648,5,287,284,1.05,Žlibinų,44.29,3,98.95
950,7,413,387,6.3,Prūsalių,43.47,26,93.7
451,2,252,245,2.78,Kivylių,55.88,7,97.22
818,3,416,399,4.09,Vainuto,50.86,17,95.91
127,4,70,68,2.86,Pempiškių,55.12,2,97.14
1278,7,680,635,6.62,Žemaičių Naumiesčio,53.21,45,93.38
805,8,339,324,4.42,Degučių,42.11,15,95.58
885,9,441,416,5.67,Naumiesčio kaimiškoji,49.83,25,94.33
1298,3,525,488,7.05,Vilkyčių,40.45,37,92.95
1118,9,484,458,5.37,Usėnų,43.29,26,94.63
887,5,470,443,5.74,Lietuvininkų,52.99,27,94.26
1203,6,646,613,5.11,Liepų,53.7,33,94.89
3270,1,1781,1654,7.13,Gargždų,54.46,127,92.87
3967,2,2238,2112,5.63,Gargždų,56.42,126,94.37
1967,3,984,926,5.89,Gargždų,50.03,58,94.11
3873,4,1994,1893,5.07,Gargždų,51.48,101,94.93
1209,5,612,582,4.9,Endriejavo,50.62,30,95.1
604,6,331,314,5.14,Judrėnų,54.8,17,94.86
1410,1,805,760,5.59,Amatų,57.09,45,94.41
1790,2,1072,1039,3.08,A.Ramanausko-Vanago,59.89,33,96.92
1825,3,972,927,4.63,Centro,53.26,45,95.37
2788,4,1328,1271,4.29,A.Matučio,47.63,57,95.71
1720,7,900,849,5.67,Dzūkijos,52.33,51,94.33
1877,8,918,862,6.1,Naujoji,48.91,56,93.9
303,7,142,133,6.34,Žadeikių,46.86,9,93.66
362,8,198,186,6.06,Daukšaičių,54.7,12,93.94
612,9,253,238,5.93,Pėžaičių,41.34,15,94.07
395,,203,191,5.91,Šalpėnų,51.39,12,94.09
1318,1,641,613,4.37,Veiviržėnų,48.63,28,95.63
518,2,206,201,2.43,Girininkų,39.77,5,97.57
610,3,305,290,4.92,Lapių,50.0,15,95.08
1594,9,852,808,5.16,Statybininkų,53.45,44,94.84
2111,,1081,1030,4.72,Vilties,51.21,51,95.28
2174,1,1137,1071,5.8,Sporto,52.3,66,94.2
1042,7,499,472,5.41,Panemunės,47.89,27,94.59
3434,8,1793,1727,3.68,Vidzgirio,52.21,66,96.32
2532,9,1236,1161,6.07,Jotvingių,48.82,75,93.93
1745,,933,880,5.68,Topolių,53.47,53,94.32
3652,1,1840,1757,4.51,Volungės,50.38,83,95.49
3327,1,1572,1496,4.83,Kvietiškio,47.25,76,95.17
1918,2,1128,1075,4.7,Narto,58.81,53,95.3
2137,3,1102,1047,4.99,Laikštės,51.57,55,95.01
3529,4,1715,1638,4.49,Tarpučių,48.6,77,95.51
2517,5,1216,1172,3.62,Uosupio,48.31,44,96.38
3232,6,1635,1561,4.53,Mokolų,50.59,74,95.47
2127,9,956,900,5.86,Krekenavos,44.95,56,94.14
838,1,368,353,4.08,Žibartonių,43.91,15,95.92
412,2,188,181,3.72,Naujarodžių,45.63,7,96.28
342,3,133,128,3.76,Linkaučių,38.89,5,96.24
639,4,318,306,3.77,Upytės,49.77,12,96.23
568,5,302,277,8.28,Ėriškių,53.17,25,91.72
238,4,109,104,4.59,Tilvikų,45.8,5,95.41
2462,5,1177,1119,4.93,Vėžaičių,47.81,58,95.07
2318,6,1069,1002,6.27,Priekulės,46.12,67,93.73
1090,7,468,434,7.26,Agluonėnų,42.94,34,92.74
2299,8,953,917,3.78,Dovilų,41.45,36,96.22
1364,9,496,478,3.63,Ketvergių,36.36,18,96.37
640,,267,255,4.49,Šiūparių,41.72,12,95.51
1206,1,633,610,3.63,Dauparų,52.49,23,96.37
2455,2,1327,1261,4.97,Jaunimo,54.05,66,95.03
3515,3,1754,1655,5.64,Jurgiškių,49.9,99,94.36
2942,4,1466,1395,4.84,Likiškėlių,49.83,71,95.16
3486,7,1730,1652,4.51,Degučių,49.63,78,95.49
2314,8,1102,1058,3.99,Suvalkiečių,47.62,44,96.01
2526,9,1233,1181,4.22,Šaulių,48.81,52,95.78
2210,,1199,1133,5.5,Kauno,54.25,66,94.5
1941,1,1031,982,4.75,Dariaus ir Girėno,53.12,49,95.25
2103,2,995,954,4.12,Beržų,47.31,41,95.88
1081,3,696,660,5.17,Armino,64.38,36,94.83
703,4,360,343,4.72,Gedimino,51.21,17,95.28
577,6,218,208,4.59,Liberiškio,37.78,10,95.41
504,7,234,224,4.27,Berniūnų,46.43,10,95.73
1351,8,701,670,4.42,Naujamiesčio,51.89,31,95.58
601,9,255,251,1.57,Gustonių,42.43,4,98.43
657,3,261,254,2.68,Uliūnų,39.73,7,97.32
2441,4,1275,1206,5.41,Vandentiekio,52.23,69,94.59
2144,4,1106,1050,5.06,Ramygalos,51.59,56,94.94
364,5,157,155,1.27,Daniūnų,43.13,2,98.73
3916,3,2365,2223,6.0,Pilėnai,60.39,142,94.0
4000,4,2200,2121,3.59,Nemuno,55.0,79,96.41
4239,5,2342,2208,5.72,Žvaigždžių,55.25,134,94.28
4140,6,2234,2112,5.46,Šermuto,53.96,122,94.54
2860,7,1573,1468,6.68,Parko,55.0,105,93.32
3173,8,1674,1668,0.36,Dariaus ir Girėno,52.76,6,99.64
3658,1,2088,1988,4.79,Geležinkelio,57.08,100,95.21
4356,2,2559,2442,4.57,Rožių,58.75,117,95.43
3034,3,1474,1386,5.97,Šiaulių,48.58,88,94.03
2480,4,1307,1255,3.98,Vienybės,52.7,52,96.02
3134,5,1597,1523,4.63,Šermukšnių,50.96,74,95.37
2085,6,968,926,4.34,V. Žemkalnio,46.43,42,95.66
683,2,332,318,4.22,Kvietinių,48.61,14,95.78
583,3,265,259,2.26,Girkalių,45.45,6,97.74
1167,4,489,465,4.91,Kretingalės,41.9,24,95.09
829,5,394,375,4.82,Plikių,47.53,19,95.18
626,6,278,258,7.19,Drevernos,44.41,20,92.81
1278,7,614,606,1.3,Kalotės,48.04,8,98.7
631,8,264,241,8.71,Venckų,41.84,23,91.29
1002,9,522,481,7.85,Jakų,52.1,41,92.15
2206,5,1066,1007,5.53,Centro,48.32,59,94.47
2967,6,1695,1606,5.25,J.Miltinio,57.13,89,94.75
1118,6,592,562,5.07,Raguvos,52.95,30,94.93
2975,7,1373,1307,4.81,Staniūnų,46.15,66,95.19
313,7,160,150,6.25,Šilų,51.12,10,93.75
698,8,367,351,4.36,Miežiškių,52.58,16,95.64
2941,8,1710,1649,3.57,Beržų,58.14,61,96.43
603,9,288,274,4.86,Nevėžio,47.76,14,95.14
1823,9,942,889,5.63,Ramygalos,51.67,53,94.37
2654,9,1539,1453,5.59,A. Lipniūno,57.99,86,94.41
2281,,1228,1161,5.46,Klaipėdos,53.84,67,94.54
2896,1,1590,1513,4.84,Žvaigždutės,54.9,77,95.16
2804,2,1560,1461,6.35,Statybininkų,55.63,99,93.65
4109,3,2140,2014,5.89,Kniaudiškių,52.08,126,94.11
2251,7,1398,1336,4.43,J.Balčikonio,62.11,62,95.57
2264,8,1316,1274,3.19,Laisvės,58.13,42,96.81
2321,9,1334,1259,5.62,Poliklinikos,57.48,75,94.38
2886,,1418,1351,4.72,Menų mokyklos,49.13,67,95.28
2209,1,1264,1182,6.49,Danutės,57.22,82,93.51
2770,2,1537,1466,4.62,Tulpių,55.49,71,95.38
2547,5,1447,1393,3.73,Ukmergės,56.81,54,96.27
824,4,405,395,2.47,Voveriškių,49.15,10,97.53
727,5,412,398,3.4,Gegužių,56.67,14,96.6
1276,6,691,602,12.88,Aukštelkės,54.15,89,87.12
3388,3,1932,1846,4.45,Lieporių,57.02,86,95.55
2471,4,1317,1268,3.72,Beržyno,53.3,49,96.28
2408,5,1393,1327,4.74,Senojo Bokšto,57.85,66,95.26
2813,,1327,1269,4.37,Slengių,47.17,58,95.63
2233,1,668,633,5.24,Dituvos,29.91,35,94.76
856,,402,376,6.47,Trakiškio,46.96,26,93.53
582,2,287,270,5.92,Šilagalio,49.31,17,94.08
2291,3,1283,1231,4.05,Dembavos,56.0,52,95.95
2494,4,1425,1375,3.51,Velžio,57.14,50,96.49
596,5,290,279,3.79,Liūdynės,48.66,11,96.21
354,6,171,163,4.68,Katinų,48.31,8,95.32
736,7,385,367,4.68,Pažagienių,52.31,18,95.32
905,8,400,381,4.75,Vadoklių,44.2,19,95.25
2401,6,1448,1372,5.25,Dainų,60.31,76,94.75
2268,7,1268,1225,3.39,Aido,55.91,43,96.61
2397,8,1270,1205,5.12,Lyros,52.98,65,94.88
2310,9,1237,1193,3.56,Architektų,53.55,44,96.44
3796,,1976,1890,4.35,Romuvos,52.05,86,95.65
4103,1,2079,1989,4.33,Šventupio,50.67,90,95.67
3367,2,1771,1682,5.03,Gytarių,52.6,89,94.97
709,9,307,276,10.1,Jotainių,43.3,31,89.9
928,2,582,564,3.09,Molainių,62.72,18,96.91
237,3,91,86,5.49,Mažėnių,38.4,5,94.51
2727,5,1531,1438,6.07,S.Šalkauskio,56.14,93,93.93
2624,,1250,1184,5.28,Linkuvos,47.64,66,94.72
3338,1,1800,1689,6.17,Šimšės,53.92,111,93.83
2334,2,1070,1016,5.05,Zoknių,45.84,54,94.95
1581,3,945,898,4.97,Pabalių,59.77,47,95.03
1675,5,909,864,4.95,K.Donelaičio,54.27,45,95.05
4196,2,2446,2340,4.33,Medelyno,58.29,106,95.67
2141,3,1148,1105,3.75,Purienų,53.62,43,96.25
2728,4,1335,1274,4.57,J.Basanavičiaus,48.94,61,95.43
1566,5,897,844,5.91,M.K.Čiurlionio,57.28,53,94.09
2202,6,1241,1189,4.19,V.Kudirkos,56.36,52,95.81
2403,8,1158,1097,5.27,Vijolių,48.19,61,94.73
3365,9,2054,1969,4.14,Jovaro,61.04,85,95.86
3263,7,1830,1631,10.87,Verduliukų,56.08,199,89.13
3507,8,1786,1683,5.77,Tilžės,50.93,103,94.23
2353,9,1296,1238,4.48,Žaliūkių,55.08,58,95.52
2871,,1579,1460,7.54,Gegužių,55.0,119,92.46
2119,1,1123,1062,5.43,S.Dariaus ir S.Girėno,53.0,61,94.57
3243,4,1668,1573,5.7,Rėkyvos,51.43,95,94.3
2042,,1262,1223,3.09,Parko,61.8,39,96.91
2566,1,1365,1293,5.27,Varpo,53.2,72,94.73
2866,3,1515,1434,5.35,J.Janonio,52.86,81,94.65
2101,8,1213,1152,5.03,Kražių,57.73,61,94.97
1869,4,1067,1022,4.22,Ragainės,57.09,45,95.78
1587,1,832,764,8.17,Kaštonų,52.43,68,91.83
2042,1,1093,1011,7.5,Kopų,53.53,82,92.5
2671,2,1326,1265,4.6,Ateities,49.64,61,95.4
1151,2,596,572,4.03,Smėlio,51.78,24,95.97
462,3,242,238,1.65,Pušų,52.38,4,98.35
4055,3,2217,2129,3.97,Saulės,54.67,88,96.03
1036,4,618,588,4.85,Vilniaus,59.65,30,95.15
2029,5,1209,1156,4.38,Aikštės,59.59,53,95.62
1291,6,689,655,4.93,Kauno,53.37,34,95.07
1389,7,689,657,4.64,Jūros,49.6,32,95.36
3384,3,1376,1334,3.05,Strėvos,40.66,42,96.95
2814,4,1191,1142,4.11,Sulupės,42.32,49,95.89
3988,,1822,1736,4.72,Pamario,45.69,86,95.28
2696,3,1106,1025,7.32,Rambyno,41.02,81,92.68
4019,,1907,1833,3.88,Smiltelės,47.45,74,96.12
4307,1,1933,1860,3.78,Alksnynės,44.88,73,96.22
657,2,254,245,3.54,Baltijos,38.66,9,96.46
3880,7,1669,1588,4.85,Versmės,43.02,81,95.15
4100,8,1811,1678,7.34,Vakarų,44.17,133,92.66
3445,9,1597,1508,5.57,Aukuro,46.36,89,94.43
3316,4,1444,1381,4.36,Želmenėlio,43.55,63,95.64
3776,5,1553,1479,4.76,Brožynų,41.13,74,95.24
4197,6,1768,1707,3.45,Laukininkai,42.13,61,96.55
3894,7,1620,1540,4.94,Budelkiemio,41.6,80,95.06
4050,8,1689,1606,4.91,Berželio,41.7,83,95.09
2325,7,1028,978,4.86,Volungėlės,44.22,50,95.14
4122,8,1648,1522,7.65,Bandužių,39.98,126,92.35
4089,1,1731,1596,7.8,Klaipėdos Vandens,42.33,135,92.2
1600,2,759,717,5.53,Rumpiškių,47.44,42,94.47
2927,3,1376,1279,7.05,Aitvaro,47.01,97,92.95
1971,6,842,799,5.11,Brigantinos,42.72,43,94.89
3215,7,1509,1438,4.71,Draugystės,46.94,71,95.29
1921,9,922,886,3.9,Švyturio,48.0,36,96.1
3288,1,2047,1945,4.98,Gimnazijos,62.26,102,95.02
1147,4,627,598,4.63,Danės,54.66,29,95.37
1714,5,795,766,3.65,Eglės,46.38,29,96.35
2693,6,1372,1333,2.84,Dviračių Treko,50.95,39,97.16
2090,7,1100,1046,4.91,Kretingos,52.63,54,95.09
2300,6,1136,1078,5.11,Šančių,49.39,58,94.89
2468,7,1222,1142,6.55,Drobės,49.51,80,93.45
2202,8,1179,1126,4.5,Skuodo,53.54,53,95.5
3606,9,1905,1831,3.88,Žiburio,52.83,74,96.12
3631,,1960,1834,6.43,Breslaujos,53.98,126,93.57
1718,3,868,821,5.41,Naglio,50.52,47,94.59
2383,8,1295,1226,5.33,V. Krėvės,54.34,69,94.67
2769,9,1421,1353,4.79,Specialistų,51.32,68,95.21
2449,1,1404,1347,4.06,Taikos,57.33,57,95.94
2459,2,1406,1343,4.48,Vyturio,57.18,63,95.52
2305,3,1284,1204,6.23,Butrimonių,55.7,80,93.77
3082,6,1649,1539,6.67,Dujotiekio,53.5,110,93.33
1802,,788,766,2.79,Olimpijos,43.73,22,97.21
3153,2,1506,1437,4.58,Dainavos,47.76,69,95.42
1163,3,582,554,4.81,Aušros,50.04,28,95.19
2169,5,1090,1041,4.5,Nykštuko,50.25,49,95.5
2603,6,1060,1011,4.62,Debreceno,40.72,49,95.38
2657,7,1277,1226,3.99,Gedminų,48.06,51,96.01
2360,8,1103,1049,4.9,Vėtrungės,46.74,54,95.1
2427,8,1237,1182,4.45,Šviesos,50.97,55,95.55
1164,9,632,604,4.43,Muzikos Centro,54.3,28,95.57
1038,,520,492,5.38,Žaliakalnio,50.1,28,94.62
3950,1,1526,1470,3.67,Saulutės,38.63,56,96.33
1971,5,974,955,1.95,Tauralaukio,49.42,19,98.05
1380,6,678,630,7.08,Baltikalnio,49.13,48,92.92
1985,7,1029,968,5.93,Saulėtekio,51.84,61,94.07
1321,8,644,617,4.19,Šatrijos,48.75,27,95.81
3234,4,1591,1517,4.65,Šilo,49.2,74,95.35
2843,6,1306,1226,6.13,Buriuotojų,45.94,80,93.87
2736,7,1222,1153,5.65,Vaidoto,44.66,69,94.35
2711,8,1400,1319,5.79,Pušų,51.64,81,94.21
2080,,1180,1133,3.98,Vičiūnų,56.73,47,96.02
2724,2,1407,1362,3.2,Rokų,51.65,45,96.8
2183,3,1290,1235,4.26,Vaišvydavos,59.09,55,95.74
2194,7,1250,1176,5.92,Girstučio,56.97,74,94.08
3240,8,1913,1835,4.08,Pašilės,59.04,78,95.92
2674,9,1361,1291,5.14,Knygnešių,50.9,70,94.86
1380,1,706,676,4.25,Palemono,51.16,30,95.75
2443,2,1151,1086,5.65,Pamario,47.11,65,94.35
2058,1,1150,1102,4.17,Nemuno,55.88,48,95.83
4094,7,2273,2188,3.74,Buitininkų,55.52,85,96.26
3470,8,1952,1861,4.66,Partizanų,56.25,91,95.34
2592,9,1185,1126,4.98,Pramonės,45.72,59,95.02
3319,,1916,1822,4.91,Dainavos,57.73,94,95.09
2469,1,1401,1324,5.5,J. Urbšio,56.74,77,94.5
2894,2,1611,1545,4.1,Sartų,55.67,66,95.9
1624,9,767,701,8.6,Žilvičio,47.23,66,91.4
2024,5,1046,983,6.02,Menų mokyklos,51.68,63,93.98
1775,9,778,738,5.14,Vilties,43.83,40,94.86
1709,,740,693,6.35,Pingvinuko,43.3,47,93.65
2775,5,1576,1535,2.6,Šilojų,56.79,41,97.4
502,9,287,275,4.18,Girulių,57.17,12,95.82
1050,,499,467,6.41,Molo,47.52,32,93.59
368,2,354,301,14.97,Jūreivių,96.2,53,85.03
2913,3,1243,1180,5.07,Prekybos uosto,42.67,63,94.93
912,4,386,363,5.96,S.Daukanto,42.32,23,94.04
2732,3,1528,1448,5.24,A. Timinskio,55.93,80,94.76
2243,4,1298,1246,4.01,Nepriklausomybės,57.87,52,95.99
3573,5,1859,1756,5.54,Vytauto,52.03,103,94.46
3629,6,2003,1905,4.89,Atžalyno,55.19,98,95.11
3503,4,1989,1901,4.42,Aukuro,56.78,88,95.58
3603,6,2020,1946,3.66,Šiaurės,56.06,74,96.34
3827,7,2149,2066,3.86,S. Žukausko,56.15,83,96.14
4001,8,2247,2153,4.18,Statybininkų,56.16,94,95.82
2020,9,1181,1122,5.0,Rasos,58.47,59,95.0
3889,,2234,2155,3.54,P. Plechavičiaus,57.44,79,96.46
1459,,775,739,4.65,Jonavos,53.12,36,95.35
1241,1,748,713,4.68,Saulės,60.27,35,95.32
2394,2,1461,1403,3.97,L. Karsavino,61.03,58,96.03
1236,3,749,709,5.34,Tvirtovės,60.6,40,94.66
1701,4,1019,976,4.22,Algirdo,59.91,43,95.78
1010,5,608,568,6.58,Sukilėlių,60.2,40,93.42
1498,5,761,702,7.75,Kuršių,50.8,59,92.25
1454,6,675,646,4.3,Politechnikos,46.42,29,95.7
4020,1,2220,2120,4.5,K. Škirpos,55.22,100,95.5
4101,2,2346,2247,4.22,P. Lukšio,57.21,99,95.78
2735,6,1460,1395,4.45,Purienų,53.38,65,95.55
1110,7,697,663,4.88,Vilties,62.79,34,95.12
3451,8,1912,1828,4.39,Žeimenos,55.4,84,95.61
3152,,1685,1604,4.81,Versmės,53.46,81,95.19
3957,1,2128,2032,4.51,Gerovės,53.78,96,95.49
2697,2,1641,1560,4.94,M. Jankaus,60.85,81,95.06
2031,3,1312,1270,3.2,S. Nėries,64.6,42,96.8
1737,5,969,862,11.04,Vaidilutės,55.79,107,88.96
1854,3,1091,1046,4.12,Tekstilininkų,58.85,45,95.88
1889,6,1023,992,3.03,Maironio,54.16,31,96.97
1171,7,653,625,4.29,A. Mackevičiaus,55.76,28,95.71
1268,8,805,768,4.6,Varpo,63.49,37,95.4
2476,9,1566,1504,3.96,Ryšių,63.25,62,96.04
2318,,1420,1372,3.38,Radvilėnų,61.26,48,96.62
1768,4,943,892,5.41,Neries,53.34,51,94.59
1572,5,890,845,5.06,Sąjungos,56.62,45,94.94
3286,6,1571,1495,4.84,Dobilo,47.81,76,95.16
1097,8,616,591,4.06,Apuolės,56.15,25,95.94
1468,9,617,589,4.54,Seredžiaus,42.03,28,95.46
4360,1,2086,1995,4.36,Veršvų,47.84,91,95.64
2758,1,1661,1596,3.91,Gamyklos,60.22,65,96.09
1261,2,716,677,5.45,Sargėnų,56.78,39,94.55
3478,3,2018,1921,4.81,Vėtrungės,58.02,97,95.19
3299,4,1844,1756,4.77,Rasytės,55.9,88,95.23
1811,5,1010,971,3.86,Šarkuvos,55.77,39,96.14
2762,6,1468,1377,6.2,Kuršių,53.15,91,93.8
3683,1,1989,1959,1.51,Dvarčionių,54.0,30,98.49
2643,2,1119,1085,3.04,Lietuvių namų,42.34,34,96.96
2832,3,1354,1305,3.62,Dzūkų,47.81,49,96.38
1416,4,669,642,4.04,Kapsų,47.25,27,95.96
1432,5,733,711,3.0,Dariaus ir Girėno,51.19,22,97.0
2549,6,1134,1104,2.65,Kaminkelio,44.49,30,97.35
1785,2,1182,1144,3.21,J. Jablonskio,66.22,38,96.79
2649,3,1694,1642,3.07,Aušros,63.95,52,96.93
1212,5,709,685,3.39,Senojo tresto,58.5,24,96.61
1836,6,1085,1045,3.69,Gedimino,59.1,40,96.31
840,7,559,542,3.04,Sporto,66.55,17,96.96
3160,9,1906,1821,4.46,Miško,60.32,85,95.54
2961,4,1608,1553,3.42,Studentų,54.31,55,96.58
1692,4,839,800,4.65,Parko,49.59,39,95.35
1717,2,863,822,4.75,Žagarės,50.26,41,95.25
558,3,370,357,3.51,Lampėdžių,66.31,13,96.49
2659,4,1569,1513,3.57,Kaniūkų,59.01,56,96.43
1556,5,821,786,4.26,Akademijos,52.76,35,95.74
1003,6,433,410,5.31,H. ir O Minkovskių,43.17,23,94.69
3191,7,1588,1524,4.03,J. Dobkevičiaus,49.76,64,95.97
1821,8,908,875,3.63,Veiverių,49.86,33,96.37
2863,9,1654,1564,5.44,Birutės,57.77,90,94.56
4189,7,2245,2133,4.99,Žemaičių,53.59,112,95.01
4016,8,2198,2080,5.37,Baltų,54.73,118,94.63
3974,9,2304,2215,3.86,Baltijos,57.98,89,96.14
4635,,2514,2392,4.85,Žiemgalių,54.24,122,95.15
2391,1,1322,1264,4.39,Milikonių,55.29,58,95.61
2198,2,1247,1172,6.01,Demokratų,56.73,75,93.99
2918,3,1628,1558,4.3,Linkuvos,55.79,70,95.7
1399,,606,588,2.97,Kirtimų,43.32,18,97.03
2346,1,1021,984,3.62,Palydovo,43.52,37,96.38
2261,2,1028,1004,2.33,Rugiagėlių,45.47,24,97.67
1534,3,579,568,1.9,A. Kojelavičiaus,37.74,11,98.1
961,4,540,527,2.41,Užusienio,56.19,13,97.59
1790,5,838,810,3.34,Genių,46.82,28,96.66
2912,6,1483,1425,3.91,Pergalės,50.93,58,96.09
2005,7,1031,1004,2.62,Darželio,51.42,27,97.38
2706,8,1435,1393,2.93,Trakų Vokės,53.03,42,97.07
1794,8,857,803,6.3,Liudvinavo,47.77,54,93.7
2682,1,1514,1474,2.64,Vingio,56.45,40,97.36
2675,3,1256,1234,1.75,Geležinio Vilko,46.95,22,98.25
2842,5,1637,1598,2.38,Gluosnių,57.6,39,97.62
3634,7,1802,1740,3.44,Skroblų,49.59,62,96.56
2091,5,1084,1032,4.8,Sodų,51.84,52,95.2
2197,,1198,1131,5.59,Julijanavos,54.53,67,94.41
1768,1,1017,978,3.83,Piliakalnio,57.52,39,96.17
3637,1,1903,1805,5.15,Ąžuolo,52.32,98,94.85
1087,5,674,643,4.6,Kazliškių,62.01,31,95.4
2145,6,1264,1216,3.8,Tirkiliškių,58.93,48,96.2
2522,7,1488,1435,3.56,Romainių,59.0,53,96.44
2942,8,1440,1402,2.64,Karklėnų,48.95,38,97.36
4742,9,2438,2397,1.68,J. Kolaso,51.41,41,98.32
3871,,1971,1917,2.74,Parko,50.92,54,97.26
1386,1,556,546,1.8,Pramonės,40.12,10,98.2
1799,8,885,857,3.16,Vilkpėdės,49.19,28,96.84
1995,,1193,1149,3.69,Riešuto,59.8,44,96.31
4022,1,2021,1950,3.51,Titnago,50.25,71,96.49
1483,2,657,638,2.89,Aukštųjų Panerių,44.3,19,97.11
3936,3,2364,2321,1.82,Bukčių,60.06,43,98.18
2656,4,1642,1591,3.11,Akacijų,61.82,51,96.89
4118,5,2356,2261,4.03,Oslo,57.21,95,95.97
3150,6,2018,1961,2.82,Žėručio,64.06,57,97.18
3198,,1973,1935,1.93,Papilėnų,61.69,38,98.07
3078,2,1920,1866,2.81,Vydūno,62.38,54,97.19
2829,1,1663,1628,2.1,Tujų,58.78,35,97.9
3133,2,1967,1913,2.75,Sausio 13-osios,62.78,54,97.25
3230,3,1985,1936,2.47,Bokšto,61.46,49,97.53
3570,6,2178,2118,2.75,L. Asanavičiūtės,61.01,60,97.25
4163,4,2449,2379,2.86,Gabijos,58.83,70,97.14
2841,6,1794,1763,1.73,J. Baltrušaičio,63.15,31,98.27
3798,1,2140,2098,1.96,Rygos,56.35,42,98.04
4306,2,2562,2493,2.69,Taikos,59.5,69,97.31
4096,3,2402,2223,7.45,Justiniškių,58.64,179,92.55
3849,4,2314,2256,2.51,M. Biržiškos,60.12,58,97.49
2848,7,1683,1643,2.38,Paparčio,59.09,40,97.62
