ID,Apygarda,Apylinkė
219521,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Elmos (Nr.7) rinkimų apylinkė
219522,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Burbiškio (Nr.8) rinkimų apylinkė
219523,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Šlavėnų (Nr.9) rinkimų apylinkė
219524,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Leliūnų (Nr.11) rinkimų apylinkė
219525,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Kavarsko (Nr.12) rinkimų apylinkė
219526,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Dabužių (Nr.13) rinkimų apylinkė
219527,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Janušavos (Nr.14) rinkimų apylinkė
219528,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Svirnų (Nr.15) rinkimų apylinkė
219529,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Šerių (Nr.16) rinkimų apylinkė
219530,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Šovenių (Nr.17) rinkimų apylinkė
219531,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Surdegio (Nr.31) rinkimų apylinkė
219532,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Nausodės (Nr.32) rinkimų apylinkė
219533,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Raguvėlės (Nr.33) rinkimų apylinkė
219534,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Levaniškių (Nr.34) rinkimų apylinkė
219535,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Traupio (Nr.35) rinkimų apylinkė
219536,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Andrioniškio (Nr.36) rinkimų apylinkė
219537,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Viešintų (Nr.37) rinkimų apylinkė
219538,Biržų - Kupiškio (Nr.48) rinkimų apygarda,Atžalyno (Nr.1) rinkimų apylinkė
219539,Biržų - Kupiškio (Nr.48) rinkimų apygarda,Rotušės (Nr.2) rinkimų apylinkė
219540,Biržų - Kupiškio (Nr.48) rinkimų apygarda,Aušros (Nr.3) rinkimų apylinkė
219541,Biržų - Kupiškio (Nr.48) rinkimų apygarda,Kaštonų (Nr.5) rinkimų apylinkė
219542,Biržų - Kupiškio (Nr.48) rinkimų apygarda,Anglininkų (Nr.6) rinkimų apylinkė
219543,Biržų - Kupiškio (Nr.48) rinkimų apygarda,Kupreliškio (Nr.21) rinkimų apylinkė
219544,Biržų - Kupiškio (Nr.48) rinkimų apygarda,Kvetkų (Nr.22) rinkimų apylinkė
219545,Biržų - Kupiškio (Nr.48) rinkimų apygarda,Medeikių (Nr.24) rinkimų apylinkė
219546,Biržų - Kupiškio (Nr.48) rinkimų apygarda,Parovėjos (Nr.25) rinkimų apylinkė
219547,Biržų - Kupiškio (Nr.48) rinkimų apygarda,Ančiškių (Nr.27) rinkimų apylinkė
219548,Biržų - Kupiškio (Nr.48) rinkimų apygarda,Jasiuliškių (Nr.28) rinkimų apylinkė
219549,Biržų - Kupiškio (Nr.48) rinkimų apygarda,Meilūnų (Nr.29) rinkimų apylinkė
219550,Biržų - Kupiškio (Nr.48) rinkimų apygarda,Vabalninko (Nr.32) rinkimų apylinkė
219551,Varėnos - Eišiškių (Nr.70) rinkimų apygarda,Žilinų (Nr.2) rinkimų apylinkė
219552,Varėnos - Eišiškių (Nr.70) rinkimų apygarda,Dubičių (Nr.3) rinkimų apylinkė
219553,Aukštaitijos (Nr.28) rinkimų apygarda,Vandentiekio (Nr.24) rinkimų apylinkė
219554,Aukštaitijos (Nr.28) rinkimų apygarda,J.Miltinio (Nr.26) rinkimų apylinkė
219555,Aukštaitijos (Nr.28) rinkimų apygarda,Beržų (Nr.28) rinkimų apylinkė
219556,Aukštaitijos (Nr.28) rinkimų apygarda,Ramygalos (Nr.29) rinkimų apylinkė
219557,Aušros (Nr.23) rinkimų apygarda,Medelyno (Nr.2) rinkimų apylinkė
219558,Aušros (Nr.23) rinkimų apygarda,Purienų (Nr.3) rinkimų apylinkė
219559,Aušros (Nr.23) rinkimų apygarda,M.K.Čiurlionio (Nr.5) rinkimų apylinkė
219560,Aušros (Nr.23) rinkimų apygarda,V.Kudirkos (Nr.6) rinkimų apylinkė
219561,Aušros (Nr.23) rinkimų apygarda,Vijolių (Nr.8) rinkimų apylinkė
219562,Aušros (Nr.23) rinkimų apygarda,Jovaro (Nr.9) rinkimų apylinkė
219563,Aušros (Nr.23) rinkimų apygarda,Varpo (Nr.11) rinkimų apylinkė
219564,Dainų (Nr.25) rinkimų apygarda,Senojo Bokšto (Nr.35) rinkimų apylinkė
219565,Dainų (Nr.25) rinkimų apygarda,Aido (Nr.37) rinkimų apylinkė
219566,Dainų (Nr.25) rinkimų apygarda,Lyros (Nr.38) rinkimų apylinkė
219567,Dainų (Nr.25) rinkimų apygarda,Architektų (Nr.39) rinkimų apylinkė
219568,Dainų (Nr.25) rinkimų apygarda,Šventupio (Nr.41) rinkimų apylinkė
219569,Zarasų - Visagino (Nr.52) rinkimų apygarda,Draugystės (Nr.1) rinkimų apylinkė
219570,Zarasų - Visagino (Nr.52) rinkimų apygarda,Gerosios Vilties (Nr.2) rinkimų apylinkė
219571,Zarasų - Visagino (Nr.52) rinkimų apygarda,Atgimimo (Nr.4) rinkimų apylinkė
219572,Zarasų - Visagino (Nr.52) rinkimų apygarda,Ateities (Nr.5) rinkimų apylinkė
219573,Zarasų - Visagino (Nr.52) rinkimų apygarda,Atžalyno (Nr.6) rinkimų apylinkė
219574,Zarasų - Visagino (Nr.52) rinkimų apygarda,Kosmoso (Nr.8) rinkimų apylinkė
219575,Zarasų - Visagino (Nr.52) rinkimų apygarda,Taikos (Nr.9) rinkimų apylinkė
219576,Akmenės - Joniškio (Nr.39) rinkimų apygarda,Kairiškių (Nr.9) rinkimų apylinkė
219577,Akmenės - Joniškio (Nr.39) rinkimų apygarda,Jučių (Nr.13) rinkimų apylinkė
219578,Akmenės - Joniškio (Nr.39) rinkimų apygarda,Šapnagių (Nr.14) rinkimų apylinkė
219579,Akmenės - Joniškio (Nr.39) rinkimų apygarda,Papilės (Nr.16) rinkimų apylinkė
219580,Akmenės - Joniškio (Nr.39) rinkimų apygarda,Sablauskių (Nr.18) rinkimų apylinkė
219581,Akmenės - Joniškio (Nr.39) rinkimų apygarda,Pavenčio (Nr.15) rinkimų apylinkė
219582,Dzūkijos (Nr.69) rinkimų apygarda,Praniūnų (Nr.2) rinkimų apylinkė
219583,Dzūkijos (Nr.69) rinkimų apygarda,Kavalčiukų (Nr.19) rinkimų apylinkė
219584,Dzūkijos (Nr.69) rinkimų apygarda,Verebiejų (Nr.21) rinkimų apylinkė
219585,Dzūkijos (Nr.69) rinkimų apygarda,Krokialaukio (Nr.23) rinkimų apylinkė
219586,Dzūkijos (Nr.69) rinkimų apygarda,Ūdrijos (Nr.24) rinkimų apylinkė
219587,Dzūkijos (Nr.69) rinkimų apygarda,Santaikos (Nr.25) rinkimų apylinkė
219588,Dzūkijos (Nr.69) rinkimų apygarda,Punios (Nr.26) rinkimų apylinkė
219589,Dzūkijos (Nr.69) rinkimų apygarda,Vaisodžių (Nr.28) rinkimų apylinkė
219590,Dzūkijos (Nr.69) rinkimų apygarda,Žagarių (Nr.29) rinkimų apylinkė
219591,Dzūkijos (Nr.69) rinkimų apygarda,Butrimonių (Nr.30) rinkimų apylinkė
219592,Dzūkijos (Nr.69) rinkimų apygarda,Pocelonių (Nr.43) rinkimų apylinkė
219593,Dzūkijos (Nr.69) rinkimų apygarda,Alytaus (Nr.44) rinkimų apylinkė
219594,Dzūkijos (Nr.69) rinkimų apygarda,Alovės (Nr.46) rinkimų apylinkė
219595,Dzūkijos (Nr.69) rinkimų apygarda,Ilgų (Nr.47) rinkimų apylinkė
219596,Dzūkijos (Nr.69) rinkimų apygarda,Makniūnų (Nr.48) rinkimų apylinkė
219597,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Senamiesčio (Nr.1) rinkimų apylinkė
219598,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Janydžių (Nr.2) rinkimų apylinkė
219599,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Ažupiečių (Nr.3) rinkimų apylinkė
219600,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Liudiškių (Nr.4) rinkimų apylinkė
219601,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Kurklių (Nr.18) rinkimų apylinkė
219602,Anykščių - Kupiškio (Nr.49) rinkimų apygarda,Kurklių II k. (Nr.19) rinkimų apylinkė
219603,Vilkaviškio (Nr.68) rinkimų apygarda,Lauckaimio (Nr.18) rinkimų apylinkė
219604,Justiniškių (Nr.7) rinkimų apygarda,J. Baltrušaičio (Nr.216) rinkimų apylinkė
219605,Karoliniškių (Nr.8) rinkimų apygarda,Vydūno (Nr.312) rinkimų apylinkė
219606,Senamiesčio (Nr.2) rinkimų apygarda,A. Krutulio (Nr.53) rinkimų apylinkė
219607,Alytaus (Nr.30) rinkimų apygarda,Amatų (Nr.1) rinkimų apylinkė
219608,Alytaus (Nr.30) rinkimų apygarda,A.Ramanausko-Vanago (Nr.2) rinkimų apylinkė
219609,Alytaus (Nr.30) rinkimų apygarda,Centro (Nr.3) rinkimų apylinkė
219610,Alytaus (Nr.30) rinkimų apygarda,Naujoji (Nr.8) rinkimų apylinkė
219611,Alytaus (Nr.30) rinkimų apygarda,Statybininkų (Nr.9) rinkimų apylinkė
219612,Alytaus (Nr.30) rinkimų apygarda,Vilties (Nr.10) rinkimų apylinkė
219613,Alytaus (Nr.30) rinkimų apygarda,Vidzgirio (Nr.18) rinkimų apylinkė
219614,Alytaus (Nr.30) rinkimų apygarda,Jotvingių (Nr.19) rinkimų apylinkė
219615,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Riešės (Nr.2) rinkimų apylinkė
219616,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Buivydžių (Nr.3) rinkimų apylinkė
219617,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Buivydiškių (Nr.4) rinkimų apylinkė
219618,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Platiniškių (Nr.5) rinkimų apylinkė
219619,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Sudervės (Nr.44) rinkimų apylinkė
219620,Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Sužionių (Nr.45) rinkimų apylinkė
219621,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Veriškių (Nr.46) rinkimų apylinkė
219622,Molėtų - Švenčionių (Nr.54) rinkimų apygarda,Skirlėnų (Nr.47) rinkimų apylinkė
219623,Širvintų - Vilniaus (Nr.55) rinkimų apygarda,Kreivalaužių (Nr.54) rinkimų apylinkė
219624,Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Bezdonių (Nr.7) rinkimų apylinkė
219625,Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Šumsko (Nr.17) rinkimų apylinkė
219626,Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Mostiškių (Nr.18) rinkimų apylinkė
219627,Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Lavoriškių (Nr.19) rinkimų apylinkė
219628,Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Mickūnų (Nr.24) rinkimų apylinkė
219629,Vilniaus - Trakų (Nr.57) rinkimų apygarda,Kyviškių (Nr.12) rinkimų apylinkė
219630,Vilniaus - Trakų (Nr.57) rinkimų apygarda,Parudaminio (Nr.23) rinkimų apylinkė
219631,Vilniaus - Trakų (Nr.57) rinkimų apygarda,Nemėžio (Nr.27) rinkimų apylinkė
219632,Vilniaus - Trakų (Nr.57) rinkimų apygarda,Skaidiškių (Nr.28) rinkimų apylinkė
219633,Vilniaus - Trakų (Nr.57) rinkimų apygarda,Rudaminos (Nr.38) rinkimų apylinkė
219634,Vilniaus - Trakų (Nr.57) rinkimų apygarda,Kalviškių (Nr.39) rinkimų apylinkė
219635,Vilniaus - Trakų (Nr.57) rinkimų apygarda,Valčiūnų (Nr.40) rinkimų apylinkė
219636,Vilniaus - Šalčininkų (Nr.56) rinkimų apygarda,Rukainių (Nr.41) rinkimų apylinkė
219637,Vilniaus - Trakų (Nr.57) rinkimų apygarda,Mažųjų Lygainių (Nr.48) rinkimų apylinkė
219638,Vilniaus - Trakų (Nr.57) rinkimų apygarda,Juodšilių (Nr.49) rinkimų apylinkė
219639,Zarasų - Visagino (Nr.52) rinkimų apygarda,Antazavės (Nr.2) rinkimų apylinkė
219640,Zarasų - Visagino (Nr.52) rinkimų apygarda,Šniukštų (Nr.3) rinkimų apylinkė
219641,Zarasų - Visagino (Nr.52) rinkimų apygarda,Baibių (Nr.4) rinkimų apylinkė
219642,Zarasų - Visagino (Nr.52) rinkimų apygarda,Degučių (Nr.5) rinkimų apylinkė
219643,Zarasų - Visagino (Nr.52) rinkimų apygarda,Avilių (Nr.6) rinkimų apylinkė
219644,Zarasų - Visagino (Nr.52) rinkimų apygarda,Imbrado (Nr.7) rinkimų apylinkė
219645,Dzūkijos (Nr.69) rinkimų apygarda,Geištarų (Nr.8) rinkimų apylinkė
219646,Dzūkijos (Nr.69) rinkimų apygarda,Miroslavo (Nr.9) rinkimų apylinkė
219647,Dzūkijos (Nr.69) rinkimų apygarda,Parėčėnų (Nr.12) rinkimų apylinkė
219648,Dzūkijos (Nr.69) rinkimų apygarda,Papėčių (Nr.13) rinkimų apylinkė
219649,Dzūkijos (Nr.69) rinkimų apygarda,Vankiškių (Nr.15) rinkimų apylinkė
219650,Vilkaviškio (Nr.68) rinkimų apygarda,Matlaukio (Nr.19) rinkimų apylinkė
219651,Vilkaviškio (Nr.68) rinkimų apygarda,Šiaudiniškių (Nr.20) rinkimų apylinkė
219652,Vilkaviškio (Nr.68) rinkimų apygarda,Vilkupių (Nr.21) rinkimų apylinkė
219653,Vilkaviškio (Nr.68) rinkimų apygarda,Gražiškių (Nr.38) rinkimų apylinkė
219654,Vilkaviškio (Nr.68) rinkimų apygarda,Girėnų (Nr.39) rinkimų apylinkė
219655,Vilkaviškio (Nr.68) rinkimų apygarda,Vištyčio (Nr.40) rinkimų apylinkė
219656,Vilkaviškio (Nr.68) rinkimų apygarda,Vartų (Nr.41) rinkimų apylinkė
219657,Vilkaviškio (Nr.68) rinkimų apygarda,Pūstapėdžių (Nr.42) rinkimų apylinkė
219658,Vilkaviškio (Nr.68) rinkimų apygarda,Rimavičių (Nr.8) rinkimų apylinkė
219659,Gargždų (Nr.31) rinkimų apygarda,Judrėnų (Nr.6) rinkimų apylinkė
219660,Gargždų (Nr.31) rinkimų apygarda,Žadeikių (Nr.7) rinkimų apylinkė
219661,Gargždų (Nr.31) rinkimų apygarda,Pėžaičių (Nr.9) rinkimų apylinkė
219662,Gargždų (Nr.31) rinkimų apygarda,Šalpėnų (Nr.10) rinkimų apylinkė
219663,Gargždų (Nr.31) rinkimų apygarda,Kretingalės (Nr.24) rinkimų apylinkė
219664,Gargždų (Nr.31) rinkimų apygarda,Plikių (Nr.25) rinkimų apylinkė
219665,Gargždų (Nr.31) rinkimų apygarda,Drevernos (Nr.26) rinkimų apylinkė
219666,Gargždų (Nr.31) rinkimų apygarda,Kalotės (Nr.27) rinkimų apylinkė
219667,Gargždų (Nr.31) rinkimų apygarda,Venckų (Nr.28) rinkimų apylinkė
219668,Gargždų (Nr.31) rinkimų apygarda,Jakų (Nr.29) rinkimų apylinkė
219669,Gargždų (Nr.31) rinkimų apygarda,Slengių (Nr.30) rinkimų apylinkė
219670,Gargždų (Nr.31) rinkimų apygarda,Dituvos (Nr.31) rinkimų apylinkė
219671,Kretingos (Nr.36) rinkimų apygarda,Parko (Nr.1) rinkimų apylinkė
219672,Kretingos (Nr.36) rinkimų apygarda,M.Daujoto (Nr.2) rinkimų apylinkė
219673,Žirmūnų (Nr.4) rinkimų apygarda,Miestelio (Nr.154) rinkimų apylinkė
219674,Žirmūnų (Nr.4) rinkimų apygarda,Moksleivių (Nr.155) rinkimų apylinkė
219675,Žirmūnų (Nr.4) rinkimų apygarda,Raitininkų (Nr.156) rinkimų apylinkė
219676,Žirmūnų (Nr.4) rinkimų apygarda,Sporto (Nr.157) rinkimų apylinkė
219677,Žirmūnų (Nr.4) rinkimų apygarda,Kazliškių (Nr.158) rinkimų apylinkė
219678,Žirmūnų (Nr.4) rinkimų apygarda,Rinktinės (Nr.159) rinkimų apylinkė
219679,Žirmūnų (Nr.4) rinkimų apygarda,Tuskulėnų (Nr.160) rinkimų apylinkė
219680,Žirmūnų (Nr.4) rinkimų apygarda,Trimitų (Nr.161) rinkimų apylinkė
219681,Žirmūnų (Nr.4) rinkimų apygarda,Minties (Nr.162) rinkimų apylinkė
219682,Žirmūnų (Nr.4) rinkimų apygarda,Asiūklių (Nr.163) rinkimų apylinkė
219683,Žirmūnų (Nr.4) rinkimų apygarda,Apkasų (Nr.164) rinkimų apylinkė
219684,Žirmūnų (Nr.4) rinkimų apygarda,Verkių (Nr.165) rinkimų apylinkė
219685,Žirmūnų (Nr.4) rinkimų apygarda,Kalvarijų (Nr.166) rinkimų apylinkė
219686,Justiniškių (Nr.7) rinkimų apygarda,Gabijos (Nr.204) rinkimų apylinkė
219687,Fabijoniškių (Nr.5) rinkimų apygarda,Fabijoniškių (Nr.205) rinkimų apylinkė
219688,Šeškinės (Nr.6) rinkimų apygarda,Jovaro (Nr.206) rinkimų apylinkė
219689,Fabijoniškių (Nr.5) rinkimų apygarda,S. Stanevičiaus (Nr.207) rinkimų apylinkė
219690,Fabijoniškių (Nr.5) rinkimų apygarda,Kaimelio (Nr.208) rinkimų apylinkė
219691,Fabijoniškių (Nr.5) rinkimų apygarda,L. Giros (Nr.209) rinkimų apylinkė
219692,Fabijoniškių (Nr.5) rinkimų apygarda,Gedvydžių (Nr.211) rinkimų apylinkė
219693,Fabijoniškių (Nr.5) rinkimų apygarda,Rugių (Nr.212) rinkimų apylinkė
219694,Šeškinės (Nr.6) rinkimų apygarda,Ozo (Nr.251) rinkimų apylinkė
219695,Šeškinės (Nr.6) rinkimų apygarda,Lūžių (Nr.253) rinkimų apylinkė
219696,Šeškinės (Nr.6) rinkimų apygarda,Mokslo (Nr.254) rinkimų apylinkė
219697,Šeškinės (Nr.6) rinkimų apygarda,Čiobiškio (Nr.255) rinkimų apylinkė
219698,Šeškinės (Nr.6) rinkimų apygarda,Dūkštų (Nr.257) rinkimų apylinkė
219699,Šeškinės (Nr.6) rinkimų apygarda,Ukmergės (Nr.259) rinkimų apylinkė
219700,Šeškinės (Nr.6) rinkimų apygarda,Paberžės (Nr.261) rinkimų apylinkė
219701,Šeškinės (Nr.6) rinkimų apygarda,Gelvonų (Nr.262) rinkimų apylinkė
219702,Justiniškių (Nr.7) rinkimų apygarda,Rygos (Nr.301) rinkimų apylinkė
219703,Justiniškių (Nr.7) rinkimų apygarda,Taikos (Nr.302) rinkimų apylinkė
219704,Justiniškių (Nr.7) rinkimų apygarda,Justiniškių (Nr.303) rinkimų apylinkė
219705,Justiniškių (Nr.7) rinkimų apygarda,M. Biržiškos (Nr.304) rinkimų apylinkė
219706,Šeškinės (Nr.6) rinkimų apygarda,Statybininkų (Nr.305) rinkimų apylinkė
219707,Justiniškių (Nr.7) rinkimų apygarda,Sietuvos (Nr.306) rinkimų apylinkė
219708,Justiniškių (Nr.7) rinkimų apygarda,Žemynos (Nr.307) rinkimų apylinkė
219709,Justiniškių (Nr.7) rinkimų apygarda,Medeinos (Nr.308) rinkimų apylinkė
219710,Justiniškių (Nr.7) rinkimų apygarda,Pašilaičių (Nr.309) rinkimų apylinkė
219711,Justiniškių (Nr.7) rinkimų apygarda,Įsruties (Nr.311) rinkimų apylinkė
219712,Karoliniškių (Nr.8) rinkimų apygarda,Papilėnų (Nr.310) rinkimų apylinkė
219713,Karoliniškių (Nr.8) rinkimų apygarda,Sausio 13-osios (Nr.352) rinkimų apylinkė
219714,Karoliniškių (Nr.8) rinkimų apygarda,Bokšto (Nr.353) rinkimų apylinkė
219715,Karoliniškių (Nr.8) rinkimų apygarda,L. Asanavičiūtės (Nr.356) rinkimų apylinkė
219716,Karoliniškių (Nr.8) rinkimų apygarda,V. Druskio (Nr.357) rinkimų apylinkė
219717,Karoliniškių (Nr.8) rinkimų apygarda,R. Jankausko (Nr.358) rinkimų apylinkė
219718,Alytaus (Nr.30) rinkimų apygarda,Topolių (Nr.20) rinkimų apylinkė
219719,Alytaus (Nr.30) rinkimų apygarda,Volungės (Nr.21) rinkimų apylinkė
219720,Alytaus (Nr.30) rinkimų apygarda,Jaunimo (Nr.22) rinkimų apylinkė
219721,Alytaus (Nr.30) rinkimų apygarda,Jurgiškių (Nr.23) rinkimų apylinkė
219722,Alytaus (Nr.30) rinkimų apygarda,Likiškėlių (Nr.24) rinkimų apylinkė
219723,Dzūkijos (Nr.69) rinkimų apygarda,Santaikos (Nr.5) rinkimų apylinkė
219724,Dzūkijos (Nr.69) rinkimų apygarda,Kolegijos (Nr.6) rinkimų apylinkė
219725,Dzūkijos (Nr.69) rinkimų apygarda,Putinų (Nr.12) rinkimų apylinkė
219726,Dzūkijos (Nr.69) rinkimų apygarda,Pramonės (Nr.16) rinkimų apylinkė
219727,Prienų - Birštono (Nr.67) rinkimų apygarda,Birštono m. (Nr.1) rinkimų apylinkė
219728,Prienų - Birštono (Nr.67) rinkimų apygarda,Birštono vienkiemio (Nr.2) rinkimų apylinkė
219729,Prienų - Birštono (Nr.67) rinkimų apygarda,Nemajūnų (Nr.3) rinkimų apylinkė
219730,Lazdijų - Druskininkų (Nr.71) rinkimų apygarda,Senamiesčio (Nr.1) rinkimų apylinkė
219731,Lazdijų - Druskininkų (Nr.71) rinkimų apygarda,Naujamiesčio (Nr.2) rinkimų apylinkė
219732,Lazdijų - Druskininkų (Nr.71) rinkimų apygarda,Atgimimo (Nr.3) rinkimų apylinkė
219733,Lazdijų - Druskininkų (Nr.71) rinkimų apygarda,Kloniškių (Nr.4) rinkimų apylinkė
219734,Lazdijų - Druskininkų (Nr.71) rinkimų apygarda,Kalviškės (Nr.5) rinkimų apylinkė
219735,Lazdijų - Druskininkų (Nr.71) rinkimų apygarda,Eglės (Nr.6) rinkimų apylinkė
219736,Lazdijų - Druskininkų (Nr.71) rinkimų apygarda,Ratnyčios (Nr.7) rinkimų apylinkė
219737,Lazdijų - Druskininkų (Nr.71) rinkimų apygarda,Grūto (Nr.8) rinkimų apylinkė
219738,Lazdijų - Druskininkų (Nr.71) rinkimų apygarda,Švendubrės (Nr.9) rinkimų apylinkė
219739,Lazdijų - Druskininkų (Nr.71) rinkimų apygarda,Neravų (Nr.11) rinkimų apylinkė
219740,Lazdijų - Druskininkų (Nr.71) rinkimų apygarda,Leipalingio (Nr.12) rinkimų apylinkė
219741,Lazdijų - Druskininkų (Nr.71) rinkimų apygarda,Lipliūnų (Nr.13) rinkimų apylinkė
219742,Marijampolės (Nr.29) rinkimų apygarda,Kvietiškio (Nr.1) rinkimų apylinkė
219743,Marijampolės (Nr.29) rinkimų apygarda,Narto (Nr.2) rinkimų apylinkė
219744,Marijampolės (Nr.29) rinkimų apygarda,Tarpučių (Nr.4) rinkimų apylinkė
219745,Marijampolės (Nr.29) rinkimų apygarda,Mokolų (Nr.6) rinkimų apylinkė
219746,Marijampolės (Nr.29) rinkimų apygarda,Degučių (Nr.7) rinkimų apylinkė
219747,Marijampolės (Nr.29) rinkimų apygarda,Suvalkiečių (Nr.8) rinkimų apylinkė
219748,Marijampolės (Nr.29) rinkimų apygarda,Kauno (Nr.10) rinkimų apylinkė
219749,Marijampolės (Nr.29) rinkimų apygarda,Dariaus ir Girėno (Nr.11) rinkimų apylinkė
219750,Marijampolės (Nr.29) rinkimų apygarda,Beržų (Nr.12) rinkimų apylinkė
219751,Marijampolės (Nr.29) rinkimų apygarda,Gedimino (Nr.14) rinkimų apylinkė
219752,Marijampolės (Nr.29) rinkimų apygarda,Centro (Nr.15) rinkimų apylinkė
219753,Suvalkijos (Nr.63) rinkimų apygarda,Mokolų kaimo (Nr.16) rinkimų apylinkė
219754,Suvalkijos (Nr.63) rinkimų apygarda,Šunskų (Nr.17) rinkimų apylinkė
219755,Suvalkijos (Nr.63) rinkimų apygarda,Sasnavos (Nr.18) rinkimų apylinkė
219756,Suvalkijos (Nr.63) rinkimų apygarda,Puskelnių (Nr.19) rinkimų apylinkė
219757,Suvalkijos (Nr.63) rinkimų apygarda,Smilgių (Nr.20) rinkimų apylinkė
219758,Suvalkijos (Nr.63) rinkimų apygarda,Baraginės (Nr.21) rinkimų apylinkė
219759,Suvalkijos (Nr.63) rinkimų apygarda,Patašinės (Nr.22) rinkimų apylinkė
219760,Suvalkijos (Nr.63) rinkimų apygarda,Igliškėlių (Nr.23) rinkimų apylinkė
219761,Suvalkijos (Nr.63) rinkimų apygarda,Šventragio (Nr.25) rinkimų apylinkė
219762,Suvalkijos (Nr.63) rinkimų apygarda,Daugirdų (Nr.27) rinkimų apylinkė
219763,Suvalkijos (Nr.63) rinkimų apygarda,Padovinio (Nr.29) rinkimų apylinkė
219764,Suvalkijos (Nr.63) rinkimų apygarda,Želsvos (Nr.31) rinkimų apylinkė
219765,Suvalkijos (Nr.63) rinkimų apygarda,Liudvinavo (Nr.32) rinkimų apylinkė
219766,Suvalkijos (Nr.63) rinkimų apygarda,Valavičių (Nr.34) rinkimų apylinkė
219767,Suvalkijos (Nr.63) rinkimų apygarda,Balsupių (Nr.35) rinkimų apylinkė
219768,Suvalkijos (Nr.63) rinkimų apygarda,Meškučių (Nr.38) rinkimų apylinkė
219769,Suvalkijos (Nr.63) rinkimų apygarda,Gavaltuvos (Nr.41) rinkimų apylinkė
219770,Šilainių (Nr.11) rinkimų apygarda,Gamyklos (Nr.1) rinkimų apylinkė
219771,Šilainių (Nr.11) rinkimų apygarda,Sargėnų (Nr.2) rinkimų apylinkė
219772,Šilainių (Nr.11) rinkimų apygarda,Vėtrungės (Nr.3) rinkimų apylinkė
219773,Šilainių (Nr.11) rinkimų apygarda,Rasytės (Nr.4) rinkimų apylinkė
219774,Šilainių (Nr.11) rinkimų apygarda,Šarkuvos (Nr.5) rinkimų apylinkė
219775,Šilainių (Nr.11) rinkimų apygarda,Kuršių (Nr.6) rinkimų apylinkė
219776,Šilainių (Nr.11) rinkimų apygarda,Žemaičių (Nr.7) rinkimų apylinkė
219777,Šilainių (Nr.11) rinkimų apygarda,Baltų (Nr.8) rinkimų apylinkė
219778,Šilainių (Nr.11) rinkimų apygarda,Baltijos (Nr.9) rinkimų apylinkė
219779,Šilainių (Nr.11) rinkimų apygarda,Milikonių (Nr.11) rinkimų apylinkė
219780,Šilainių (Nr.11) rinkimų apygarda,Demokratų (Nr.12) rinkimų apylinkė
219781,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Sąjungos (Nr.15) rinkimų apylinkė
219782,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Dobilo (Nr.16) rinkimų apylinkė
219783,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Seredžiaus (Nr.19) rinkimų apylinkė
219784,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Veršvų (Nr.21) rinkimų apylinkė
219785,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Kaniūkų (Nr.24) rinkimų apylinkė
219786,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Akademijos (Nr.25) rinkimų apylinkė
219787,Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,H. ir O Minkovskių (Nr.26) rinkimų apylinkė
